id,created_at,u_screen_name,u_followers,u_created_at,rt_id,rt_created_at,rt_screen_name,rt_u_followers,rt_u_created_at,text
ID_1488301074339434498,Tue Feb 01 00:00:02 +0000 2022,OldMainBell,1176,Tue Apr 20 17:14:03 +0000 2010,NA,NA,NA,NA,NA,Ding* Ding ding^ ding... Ding ding* ding #PennState #BlackLivesMatter #JusticeForAll
ID_1488301094019162113,Tue Feb 01 00:00:06 +0000 2022,avalengajr,2774,Thu Oct 14 19:16:21 +0000 2010,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301094019162113,Tue Feb 01 00:00:06 +0000 2022,avalengajr,2774,Thu Oct 14 19:16:21 +0000 2010,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301096829399045,Tue Feb 01 00:00:07 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 16:53:05 +0000 2022,MorganJerkins,53423,Mon Jan 31 16:53:05 +0000 2022,"RT @MorganJerkins: .@zakcheneyrice on Black athletes-turned-activists and its stakes:

https://t.co/wfsPLf5OAW"
ID_1488301100268548099,Tue Feb 01 00:00:08 +0000 2022,AlexAguiar19,447,Tue Feb 26 12:57:20 +0000 2013,RID_398885521,Mon Jan 31 21:43:06 +0000 2022,raulmelamed,42449,Mon Jan 31 21:43:06 +0000 2022,"RT @raulmelamed: Marica de mierda, hipócrita e hijo de su puta madre y su puto padre, tirano como este engendro.
Debe terminar en la horca.…"
ID_1488301102856642567,Tue Feb 01 00:00:08 +0000 2022,EdwinCardonaMty,2982,Wed Dec 17 22:07:06 +0000 2014,NA,NA,NA,NA,NA,"Recordatorio de que las protestas ""pacíficas"" sólo sirven cuando su objetivo es algo que la élite quiere, pero los… https://t.co/psYee5ZJxX"
ID_1488301100268548099,Tue Feb 01 00:00:08 +0000 2022,AlexAguiar19,447,Tue Feb 26 12:57:20 +0000 2013,RID_398885521,Mon Jan 31 21:43:06 +0000 2022,raulmelamed,42449,Mon Jan 31 21:43:06 +0000 2022,"RT @raulmelamed: Marica de mierda, hipócrita e hijo de su puta madre y su puto padre, tirano como este engendro.
Debe terminar en la horca.…"
ID_1488301102856642567,Tue Feb 01 00:00:08 +0000 2022,EdwinCardonaMty,2982,Wed Dec 17 22:07:06 +0000 2014,NA,NA,NA,NA,NA,"Recordatorio de que las protestas ""pacíficas"" sólo sirven cuando su objetivo es algo que la élite quiere, pero los… https://t.co/psYee5ZJxX"
ID_1488301107570831360,Tue Feb 01 00:00:09 +0000 2022,thedevildrexl,1958,Tue Dec 01 01:38:32 +0000 2009,NA,NA,NA,NA,NA,Hey Academy make sure and pack your books cause paper cut class will be in session!
ID_1488301103582105605,Tue Feb 01 00:00:09 +0000 2022,TemplarioDsm,40,Thu Jan 13 22:43:02 +0000 2022,RID_1290049409993117696,Mon Jan 31 18:02:41 +0000 2022,bernardokuster2,160151,Mon Jan 31 18:02:41 +0000 2022,"RT @bernardokuster2: Após pegar Covid e ter de ficar (convenientemente) isolado, o PM canadense Justin Trudeau, acusa o imenso comboio de c…"
ID_1488301111148781573,Tue Feb 01 00:00:10 +0000 2022,BlackSwingVote,422,Tue Dec 07 14:54:20 +0000 2021,RID_1461416352468455427,Mon Jan 31 22:00:17 +0000 2022,AFRODAO,1310,Mon Jan 31 22:00:17 +0000 2022,"RT @AFRODAO: Set a reminder for my upcoming 
@blkspaces with @AFRODAO + @imthedronelord &amp; more!

https://t.co/YwJgyPpQmW

#AFRO #AFRODAO #G…"
ID_1488301122234327041,Tue Feb 01 00:00:13 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 16:05:09 +0000 2022,MorganJerkins,53423,Mon Jan 31 16:05:09 +0000 2022,"RT @MorganJerkins: ""Chanting releases rage. Prayer offers comfort. Magic possesses the dispossessed with faith in the miraculous. Call-and-…"
ID_1488301121399672834,Tue Feb 01 00:00:13 +0000 2022,ElenaRi71156636,13,Fri Jun 15 03:25:01 +0000 2018,NA,NA,NA,NA,NA,#RT RT
ID_1488301122234327041,Tue Feb 01 00:00:13 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 16:05:09 +0000 2022,MorganJerkins,53423,Mon Jan 31 16:05:09 +0000 2022,"RT @MorganJerkins: ""Chanting releases rage. Prayer offers comfort. Magic possesses the dispossessed with faith in the miraculous. Call-and-…"
ID_1488301131621089282,Tue Feb 01 00:00:15 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 16:02:14 +0000 2022,MorganJerkins,53423,Mon Jan 31 16:02:14 +0000 2022,"RT @MorganJerkins: .@michaelharriot on Black progress and white backlash:

https://t.co/xaZ1tj4slR"
ID_1488301134905233408,Tue Feb 01 00:00:16 +0000 2022,JosFern28770385,125,Thu Oct 12 10:31:26 +0000 2017,RID_257332880,Mon Jan 31 22:08:05 +0000 2022,hermanntertsch,285178,Mon Jan 31 22:08:05 +0000 2022,RT @hermanntertsch: Dice que los camioneros son violentos cuando han sido impecables mientras Black Lives Matter a quienes defiende dejaron…
ID_1488301134905233408,Tue Feb 01 00:00:16 +0000 2022,JosFern28770385,125,Thu Oct 12 10:31:26 +0000 2017,RID_257332880,Mon Jan 31 22:08:05 +0000 2022,hermanntertsch,285178,Mon Jan 31 22:08:05 +0000 2022,RT @hermanntertsch: Dice que los camioneros son violentos cuando han sido impecables mientras Black Lives Matter a quienes defiende dejaron…
ID_1488301139640655875,Tue Feb 01 00:00:17 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 15:47:47 +0000 2022,MorganJerkins,53423,Mon Jan 31 15:47:47 +0000 2022,"RT @MorganJerkins: “Let today be the last day that you ever doubt Black trans power...""

.@RaquelWillis_ writes a powerful meditation on Bl…"
ID_1488301147848908809,Tue Feb 01 00:00:19 +0000 2022,juant_ortiz,1825,Wed Sep 15 16:57:22 +0000 2010,RID_256649992,Mon Jan 31 18:30:06 +0000 2022,segun_carafi,6479,Mon Jan 31 18:30:06 +0000 2022,RT @segun_carafi: Black sarasa no tenía una retórica violenta? Y si los camioneros tienen una retórica violenta que? Además de zurdo terrib…
ID_1488301145432989699,Tue Feb 01 00:00:19 +0000 2022,PhillyFan1221,25470,Wed May 28 01:48:01 +0000 2014,RID_65680949,Mon Jan 31 18:53:25 +0000 2022,jAlmz5,31166,Mon Jan 31 18:53:25 +0000 2022,RT @jAlmz5: NEA is one the biggest teachers union in the nation. They among others are pushing this! https://t.co/1wsief40ke
ID_1488301147848908809,Tue Feb 01 00:00:19 +0000 2022,juant_ortiz,1825,Wed Sep 15 16:57:22 +0000 2010,RID_256649992,Mon Jan 31 18:30:06 +0000 2022,segun_carafi,6479,Mon Jan 31 18:30:06 +0000 2022,RT @segun_carafi: Black sarasa no tenía una retórica violenta? Y si los camioneros tienen una retórica violenta que? Además de zurdo terrib…
ID_1488301156430499846,Tue Feb 01 00:00:21 +0000 2022,JonnyJFivee,644,Tue Jun 29 22:44:24 +0000 2021,RID_732429326285705216,Mon Jan 31 23:23:37 +0000 2022,AndrewKerrNC,11621,Mon Jan 31 23:23:37 +0000 2022,"RT @AndrewKerrNC: Once again, conservative media is a year ahead of legacy/liberal press on a major story.

Glad to see @NYMag scrutinizing…"
ID_1488301161232797697,Tue Feb 01 00:00:22 +0000 2022,doaprowrestling,2416,Wed Sep 01 05:28:33 +0000 2010,RID_93760772,Tue Feb 01 00:00:09 +0000 2022,thedevildrexl,1958,Tue Feb 01 00:00:09 +0000 2022,RT @thedevildrexl: Hey Academy make sure and pack your books cause paper cut class will be in session!
ID_1488301158921912323,Tue Feb 01 00:00:22 +0000 2022,JeremyD94218060,283,Wed Oct 23 22:25:40 +0000 2019,RID_927722806900678656,Mon Jan 31 20:10:12 +0000 2022,YourAuntieMame,21489,Mon Jan 31 20:10:12 +0000 2022,RT @YourAuntieMame: This isn’t a leader.
ID_1488301159441911808,Tue Feb 01 00:00:22 +0000 2022,lois_beeney,1547,Sun Dec 13 01:35:28 +0000 2015,RID_772529887,Mon Jan 31 22:04:10 +0000 2022,bigricanman,25988,Mon Jan 31 22:04:10 +0000 2022,RT @bigricanman: 1. As we prepare to honor @NYPDnews PO #WilbertMora I am going to post some personal pics &amp; videos that his friends have s…
ID_1488301165246918660,Tue Feb 01 00:00:23 +0000 2022,Napalism,1640,Tue Jan 25 11:09:11 +0000 2011,NA,NA,NA,NA,NA,"Algo de diferencia hay, Justin https://t.co/PjymnK3VrB"
ID_1488301162210242561,Tue Feb 01 00:00:23 +0000 2022,rose33090,2946,Sat Jan 24 13:21:30 +0000 2009,RID_772529887,Mon Jan 31 22:04:10 +0000 2022,bigricanman,25988,Mon Jan 31 22:04:10 +0000 2022,RT @bigricanman: 1. As we prepare to honor @NYPDnews PO #WilbertMora I am going to post some personal pics &amp; videos that his friends have s…
ID_1488301167176208389,Tue Feb 01 00:00:24 +0000 2022,dksutton,880,Wed Jun 04 18:48:05 +0000 2008,NA,NA,NA,NA,NA,"We all deal with shit. Yeah, even those of us who seem as if we don't have shit in our lives. Trust me, we do. If y… https://t.co/C8JKSPgkj2"
ID_1488301167524429830,Tue Feb 01 00:00:24 +0000 2022,matt_dragon,847,Sat Aug 27 13:29:38 +0000 2011,RID_593785378,Mon Jan 31 15:30:52 +0000 2022,MorganJerkins,53423,Mon Jan 31 15:30:52 +0000 2022,"RT @MorganJerkins: Last year, social media was buzzing with questions and concerns over the finances of Black Lives Matter Global Network.…"
ID_1488301173224480770,Tue Feb 01 00:00:25 +0000 2022,jango06687686,47,Fri Apr 09 14:06:25 +0000 2021,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301173224480770,Tue Feb 01 00:00:25 +0000 2022,jango06687686,47,Fri Apr 09 14:06:25 +0000 2021,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301180778332163,Tue Feb 01 00:00:27 +0000 2022,JeremyD94218060,283,Wed Oct 23 22:25:40 +0000 2019,RID_41634520,Mon Jan 31 22:30:03 +0000 2022,seanhannity,5511593,Mon Jan 31 22:30:03 +0000 2022,RT @seanhannity: Black Lives Matter leaders are ‘jumping ship’ as ‘Millions’ of dollars unaccounted for https://t.co/joivDhoMjv
ID_1488301182539943936,Tue Feb 01 00:00:27 +0000 2022,JonnyJFivee,644,Tue Jun 29 22:44:24 +0000 2021,NA,NA,NA,NA,NA,🇺🇸 #SaveAmerica #TrumpRally #SaveAmericaRally #AmericaFirst #Trump2024 🇺🇸 #ConvoytoDC2022 #TruckersForFreedom2022… https://t.co/10EDoyQG6i
ID_1488301191939469314,Tue Feb 01 00:00:30 +0000 2022,Katahdin5270,721,Mon Aug 31 19:36:45 +0000 2015,RID_3065682771,Mon Jan 31 14:33:13 +0000 2022,CharlesMicheaux,1792,Mon Jan 31 14:33:13 +0000 2022,RT @CharlesMicheaux: Denise Oliver Velez -Profile https://t.co/NVzbUlkPyW via @charlesmicheaux6gmailcom @marsha_vivinate @ReecieColbert @Bl…
ID_1488301203398086657,Tue Feb 01 00:00:32 +0000 2022,AARNO_XXII,2841,Thu Feb 02 04:32:31 +0000 2017,RID_1314418472399462400,Mon Jan 31 23:24:27 +0000 2022,Hannah_Bananaz,26587,Mon Jan 31 23:24:27 +0000 2022,"RT @Hannah_Bananaz: CBC right now:

Reporter: why is this largely white protest being treated differently than other protests (Black Lives…"
ID_1488301208003649538,Tue Feb 01 00:00:33 +0000 2022,davidscs_1990,133,Thu Aug 29 17:01:22 +0000 2013,RID_40458187,Mon Jan 31 23:33:38 +0000 2022,luisesgo,24904,Mon Jan 31 23:33:38 +0000 2022,"RT @luisesgo: Los camioneros no han causado ni un destrozo ni una muerte en Ottawa, pero el presidente Trudeau les niega legitimidad para r…"
ID_1488301212403392512,Tue Feb 01 00:00:34 +0000 2022,Debora_ALP,914,Fri Sep 21 22:06:48 +0000 2012,RID_1290049409993117696,Mon Jan 31 18:02:41 +0000 2022,bernardokuster2,160170,Mon Jan 31 18:02:41 +0000 2022,"RT @bernardokuster2: Após pegar Covid e ter de ficar (convenientemente) isolado, o PM canadense Justin Trudeau, acusa o imenso comboio de c…"
ID_1488301225330290694,Tue Feb 01 00:00:38 +0000 2022,ReelUrbanNews,1290,Fri Sep 11 01:58:55 +0000 2009,NA,NA,NA,NA,NA,Reel Urban News Now: TRAYVON MARTIN &amp; BLACK LIVES MATTER A DECADE LATER #reelurbannews #reelurbandigital… https://t.co/RRGPwgSzyp
ID_1488301229163917325,Tue Feb 01 00:00:38 +0000 2022,RealRussellMoon,757,Wed Oct 30 14:56:53 +0000 2013,RID_196168350,Mon Jan 31 09:54:42 +0000 2022,AnnCoulter,1972449,Mon Jan 31 09:54:42 +0000 2022,"RT @AnnCoulter: ""As police were abandoning East Precinct, Seattle officials drafted plan to give station to a Black Lives Matter group"""
ID_1488301232041205769,Tue Feb 01 00:00:39 +0000 2022,TheeWokeKing,9218,Tue May 25 19:25:58 +0000 2010,RID_1161976185838014464,Mon Jan 31 22:53:21 +0000 2022,tadproletarian,520,Mon Jan 31 22:53:21 +0000 2022,"RT @tadproletarian: americans love doing ""AllLivesMatter"" anti-imperialism"
ID_1488301236076089350,Tue Feb 01 00:00:40 +0000 2022,challengersma,29625,Tue Oct 17 23:49:48 +0000 2017,RID_997065151072362496,Mon Jan 31 13:38:02 +0000 2022,Polo4Congress,26784,Mon Jan 31 13:38:02 +0000 2022,RT @Polo4Congress: I wonder if this kid is being taught by a Marxist Cuban teacher who comes to the #USA to mislead our youth and guide the…
ID_1488301239104331785,Tue Feb 01 00:00:41 +0000 2022,CelioGa90858040,734,Thu May 13 22:22:54 +0000 2021,RID_1250415659760017408,Mon Jan 31 23:52:18 +0000 2022,Conservadora191,28612,Mon Jan 31 23:52:18 +0000 2022,RT @Conservadora191: Seria por isso que o Trudeauzim disse que preferia ser BLM?
ID_1488301239104331785,Tue Feb 01 00:00:41 +0000 2022,CelioGa90858040,734,Thu May 13 22:22:54 +0000 2021,RID_1250415659760017408,Mon Jan 31 23:52:18 +0000 2022,Conservadora191,28612,Mon Jan 31 23:52:18 +0000 2022,RT @Conservadora191: Seria por isso que o Trudeauzim disse que preferia ser BLM?
ID_1488301245215477760,Tue Feb 01 00:00:42 +0000 2022,EduDuduSP1,905,Mon Sep 23 02:23:10 +0000 2019,RID_1290049409993117696,Mon Jan 31 18:02:41 +0000 2022,bernardokuster2,160170,Mon Jan 31 18:02:41 +0000 2022,"RT @bernardokuster2: Após pegar Covid e ter de ficar (convenientemente) isolado, o PM canadense Justin Trudeau, acusa o imenso comboio de c…"
ID_1488301248931667974,Tue Feb 01 00:00:43 +0000 2022,birdwatcher1989,697,Thu Apr 06 18:03:39 +0000 2017,RID_772529887,Mon Jan 31 22:04:10 +0000 2022,bigricanman,25988,Mon Jan 31 22:04:10 +0000 2022,RT @bigricanman: 1. As we prepare to honor @NYPDnews PO #WilbertMora I am going to post some personal pics &amp; videos that his friends have s…
ID_1488301251259351040,Tue Feb 01 00:00:44 +0000 2022,DoraDallas6,18971,Thu May 02 02:39:55 +0000 2019,RID_65680949,Mon Jan 31 18:53:25 +0000 2022,jAlmz5,31160,Mon Jan 31 18:53:25 +0000 2022,RT @jAlmz5: NEA is one the biggest teachers union in the nation. They among others are pushing this! https://t.co/1wsief40ke
ID_1488301266040246278,Tue Feb 01 00:00:47 +0000 2022,Jonesy________,184,Tue Jan 14 23:28:44 +0000 2014,RID_1336339431775678464,Mon Jan 31 20:18:58 +0000 2022,saturnasagirl,2848,Mon Jan 31 20:18:58 +0000 2022,RT @saturnasagirl: bro all they asked was why don’t you publicly endorse Black Lives Matter I’m crying
ID_1488301266040246278,Tue Feb 01 00:00:47 +0000 2022,Jonesy________,184,Tue Jan 14 23:28:44 +0000 2014,RID_1336339431775678464,Mon Jan 31 20:18:58 +0000 2022,saturnasagirl,2848,Mon Jan 31 20:18:58 +0000 2022,RT @saturnasagirl: bro all they asked was why don’t you publicly endorse Black Lives Matter I’m crying
ID_1488301282632749056,Tue Feb 01 00:00:51 +0000 2022,RickKozak4,10,Sun Jan 30 18:54:50 +0000 2022,RID_1314418472399462400,Mon Jan 31 23:24:27 +0000 2022,Hannah_Bananaz,26587,Mon Jan 31 23:24:27 +0000 2022,"RT @Hannah_Bananaz: CBC right now:

Reporter: why is this largely white protest being treated differently than other protests (Black Lives…"
ID_1488301292808245249,Tue Feb 01 00:00:54 +0000 2022,MadMax74811816,220,Fri Oct 30 20:02:44 +0000 2020,RID_1323747268013527041,Mon Jan 31 17:48:48 +0000 2022,NicolasPichot6,10395,Mon Jan 31 17:48:48 +0000 2022,"RT @NicolasPichot6: 🔴CANADA - Justin Trudeau accuse le Convoi de la Liberté des camionneurs de ""rhétorique haineuse"" et de ""violence envers…"
ID_1488301306259378184,Tue Feb 01 00:00:57 +0000 2022,catnip_revivido,279,Wed Sep 15 22:15:58 +0000 2021,RID_2928203643,Tue Feb 01 00:00:08 +0000 2022,EdwinCardonaMty,2982,Tue Feb 01 00:00:08 +0000 2022,"RT @EdwinCardonaMty: Recordatorio de que las protestas ""pacíficas"" sólo sirven cuando su objetivo es algo que la élite quiere, pero los ciu…"
ID_1488301306259378184,Tue Feb 01 00:00:57 +0000 2022,catnip_revivido,279,Wed Sep 15 22:15:58 +0000 2021,RID_2928203643,Tue Feb 01 00:00:08 +0000 2022,EdwinCardonaMty,2982,Tue Feb 01 00:00:08 +0000 2022,"RT @EdwinCardonaMty: Recordatorio de que las protestas ""pacíficas"" sólo sirven cuando su objetivo es algo que la élite quiere, pero los ciu…"
ID_1488301313012162563,Tue Feb 01 00:00:58 +0000 2022,LHRE1,12,Sun Mar 19 18:11:49 +0000 2017,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301309019238402,Tue Feb 01 00:00:58 +0000 2022,LipeMatos4,147,Mon Dec 02 15:19:41 +0000 2019,RID_1290049409993117696,Mon Jan 31 18:02:41 +0000 2022,bernardokuster2,160170,Mon Jan 31 18:02:41 +0000 2022,"RT @bernardokuster2: Após pegar Covid e ter de ficar (convenientemente) isolado, o PM canadense Justin Trudeau, acusa o imenso comboio de c…"
ID_1488301313012162563,Tue Feb 01 00:00:58 +0000 2022,LHRE1,12,Sun Mar 19 18:11:49 +0000 2017,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301315826622468,Tue Feb 01 00:00:59 +0000 2022,guiguilecaribou,336,Tue Jan 17 22:52:38 +0000 2012,RID_1323747268013527041,Mon Jan 31 17:48:48 +0000 2022,NicolasPichot6,10395,Mon Jan 31 17:48:48 +0000 2022,"RT @NicolasPichot6: 🔴CANADA - Justin Trudeau accuse le Convoi de la Liberté des camionneurs de ""rhétorique haineuse"" et de ""violence envers…"
ID_1488301318099935233,Tue Feb 01 00:01:00 +0000 2022,alga010,433,Wed May 21 13:54:38 +0000 2014,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301318099935233,Tue Feb 01 00:01:00 +0000 2022,alga010,433,Wed May 21 13:54:38 +0000 2014,RID_1028015731,Mon Jan 31 23:02:31 +0000 2022,lordivan22,78231,Mon Jan 31 23:02:31 +0000 2022,"RT @lordivan22: EUA 🇺🇸: O BLM (black lives matter) movimentou milhões de dólares para uma instituição de caridade no Canadá, dirigida pela…"
ID_1488301318703697920,Tue Feb 01 00:01:00 +0000 2022,DefendingEd,19404,Sat Dec 19 17:19:31 +0000 2020,NA,NA,NA,NA,NA,LATEST FROM ILLINOIS: Evanston/Skokie School District 65 provides Black Lives Matter and “queer” lesson plans for s… https://t.co/czj5wP7jr8
ID_1488301333769822209,Tue Feb 01 00:01:03 +0000 2022,pat_bd3269,190,Wed Apr 30 00:59:00 +0000 2014,RID_480741630,Mon Jan 31 22:11:42 +0000 2022,skis416,3005,Mon Jan 31 22:11:42 +0000 2022,RT @skis416: @bigricanman @NYPDnews @NYPD32Pct @NYPDHispanic @NYCPBA @NYCPDDEA @nypost @FoxNews @newsmax @ABC7NY @NYDailyNews @News12 Rest…
ID_1488301343534198784,Tue Feb 01 00:01:06 +0000 2022,dorseyBnW,404,Thu Nov 20 22:26:51 +0000 2008,NA,NA,NA,NA,NA,Rendez-vous demain à 8h30 sur @CP24breakfast. Je vous partagerai mes prédictions pour le mouvement… https://t.co/UjjDq97ZPt
ID_1488301348495892480,Tue Feb 01 00:01:07 +0000 2022,TethLL,1817,Tue Apr 30 23:42:57 +0000 2013,RID_38885578,Mon Jan 31 23:47:30 +0000 2022,lamphieryeg,19737,Mon Jan 31 23:47:30 +0000 2022,"RT @lamphieryeg: #cdnpoli 
BLM, the thuggish group Trudeau admires, is little more than a money laundering operation. Here are the greasy d…"
ID_1488301372365750274,Tue Feb 01 00:01:13 +0000 2022,beccamcd2,355,Wed Oct 02 00:44:50 +0000 2013,RID_176754253,Mon Jan 31 16:33:32 +0000 2022,BeardedGenius,159469,Mon Jan 31 16:33:32 +0000 2022,RT @BeardedGenius: The opportunism of trying to use these cases to smear the Black Lives Matter movement. Desperate https://t.co/LGzQHSvek1
ID_1488301378208362496,Tue Feb 01 00:01:14 +0000 2022,BeaverNation2,1133,Sat Dec 17 21:25:06 +0000 2016,NA,NA,NA,NA,NA,"Sadly @JustinTrudeau won't even speak to the people who simply want to be free.

Why?

Because they don't have the… https://t.co/QWZIdoVES9"
ID_1488301381350043654,Tue Feb 01 00:01:15 +0000 2022,JCatmil,148,Sun Sep 12 20:13:24 +0000 2021,RID_1333502642618851329,Mon Jan 31 17:27:51 +0000 2022,beingrealmac,27470,Mon Jan 31 17:27:51 +0000 2022,"RT @beingrealmac: Reporter: ""Can you explain why you haven't meet with Freedom Convoy organizers?""

Trudeau: ""I have attended protests and…"
ID_1488301384298491906,Tue Feb 01 00:01:15 +0000 2022,RevuuHome,1501,Thu Oct 24 03:27:44 +0000 2013,NA,NA,NA,NA,NA,Black Lives Matter https://t.co/15yMVzkAR5 https://t.co/Lf4hQnRxzh
ID_1488301399851028487,Tue Feb 01 00:01:19 +0000 2022,i_ismael_,312,Wed Dec 21 22:44:05 +0000 2011,RID_1273767736934567937,Mon Jan 31 23:57:28 +0000 2022,matildamente,2771,Mon Jan 31 23:57:28 +0000 2022,"RT @matildamente: Imagínate,  me gustaría ver cuantos comercios han destrozado los camioneros. 
Esto es gracioso, si Trudeau usa la fuerza…"
ID_1488301399851028487,Tue Feb 01 00:01:19 +0000 2022,i_ismael_,312,Wed Dec 21 22:44:05 +0000 2011,RID_1273767736934567937,Mon Jan 31 23:57:28 +0000 2022,matildamente,2771,Mon Jan 31 23:57:28 +0000 2022,"RT @matildamente: Imagínate,  me gustaría ver cuantos comercios han destrozado los camioneros. 
Esto es gracioso, si Trudeau usa la fuerza…"
ID_1488301401868582912,Tue Feb 01 00:01:20 +0000 2022,olitasdmar,3659,Mon Oct 04 15:11:23 +0000 2010,RID_1169664359628509184,Mon Jan 31 18:14:12 +0000 2022,laderechadiario,129066,Mon Jan 31 18:14:12 +0000 2022,RT @laderechadiario: 🇨🇦 | Apareció Justin Trudeau después de 3 días de protestas en Ottawa con un video grabado desde una locación no revel…
ID_1488301401868582912,Tue Feb 01 00:01:20 +0000 2022,olitasdmar,3659,Mon Oct 04 15:11:23 +0000 2010,RID_1169664359628509184,Mon Jan 31 18:14:12 +0000 2022,laderechadiario,129066,Mon Jan 31 18:14:12 +0000 2022,RT @laderechadiario: 🇨🇦 | Apareció Justin Trudeau después de 3 días de protestas en Ottawa con un video grabado desde una locación no revel…
ID_1488301405483855872,Tue Feb 01 00:01:21 +0000 2022,TraciVoice,501,Sat Jul 20 16:45:27 +0000 2013,RID_38885578,Mon Jan 31 23:47:30 +0000 2022,lamphieryeg,19737,Mon Jan 31 23:47:30 +0000 2022,"RT @lamphieryeg: #cdnpoli 
BLM, the thuggish group Trudeau admires, is little more than a money laundering operation. Here are the greasy d…"
ID_1488301406998220801,Tue Feb 01 00:01:21 +0000 2022,KatrinaTrinko,7904,Thu Oct 08 20:50:51 +0000 2009,RID_732429326285705216,Mon Jan 31 23:23:37 +0000 2022,AndrewKerrNC,11621,Mon Jan 31 23:23:37 +0000 2022,"RT @AndrewKerrNC: Once again, conservative media is a year ahead of legacy/liberal press on a major story.

Glad to see @NYMag scrutinizing…"
ID_1488301417932767234,Tue Feb 01 00:01:23 +0000 2022,EricsElectrons,24190,Thu Feb 23 00:59:11 +0000 2017,NA,NA,NA,NA,NA,@Vinegar__Tom @joeyfh They’re not because they both were started on a false premise and continue to promote the sam… https://t.co/CTXirDB9kx
ID_1488301425213906946,Tue Feb 01 00:01:25 +0000 2022,Sou_Andres,216,Tue Dec 29 07:07:36 +0000 2009,NA,NA,NA,NA,NA,"Que peligro esta clase payasos, políticos genericos sacados de estudios de marketing, siempre bonitos, siempre simp… https://t.co/VsjaavVJ2E"
